5.331,-33.384,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.28,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.384,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.28,1.05,-61.083,-0.023
5.331,-33.383,-85.28,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.329,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.277,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.28,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.024
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.329,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.329,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.384,-85.28,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.024
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.024
5.329,-33.383,-85.278,1.05,-61.085,-0.023
5.329,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.28,1.05,-61.085,-0.024
5.331,-33.383,-85.278,1.05,-61.085,-0.024
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.28,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.02
5.331,-33.383,-85.28,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.277,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.02
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.329,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.382,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.277,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.329,-33.384,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.024
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.329,-33.383,-85.277,1.05,-61.085,-0.023
5.329,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.02
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.384,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.329,-33.383,-85.278,1.049,-61.085,-0.024
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.28,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.329,-33.384,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.28,1.049,-61.083,-0.021
5.331,-33.383,-85.28,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.024
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.329,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.28,1.049,-61.085,-0.021
5.331,-33.383,-85.277,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.329,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.382,-85.278,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.024
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.085,-0.023
5.329,-33.383,-85.278,1.049,-61.085,-0.023
5.329,-33.383,-85.278,1.047,-61.085,-0.023
5.328,-33.383,-85.278,1.047,-61.083,-0.021
5.327,-33.383,-85.277,1.047,-61.085,-0.023
5.325,-33.383,-85.278,1.047,-61.085,-0.023
5.324,-33.383,-85.278,1.047,-61.085,-0.023
5.324,-33.383,-85.277,1.047,-61.083,-0.023
5.322,-33.383,-85.278,1.047,-61.085,-0.023
5.322,-33.383,-85.278,1.047,-61.083,-0.021
5.322,-33.383,-85.277,1.047,-61.083,-0.021
5.322,-33.383,-85.278,1.047,-61.085,-0.023
5.324,-33.383,-85.278,1.047,-61.085,-0.021
5.327,-33.383,-85.278,1.047,-61.085,-0.021
5.327,-33.383,-85.278,1.049,-61.085,-0.023
5.328,-33.383,-85.278,1.049,-61.083,-0.021
5.328,-33.383,-85.278,1.049,-61.083,-0.021
5.329,-33.383,-85.277,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.332,-33.383,-85.278,1.049,-61.085,-0.023
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.329,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.085,-0.024
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.28,1.049,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.05,-61.085,-0.023
5.329,-33.383,-85.278,1.049,-61.085,-0.023
5.329,-33.383,-85.278,1.049,-61.085,-0.023
5.329,-33.383,-85.277,1.05,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.085,-0.023
5.329,-33.383,-85.278,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.28,1.049,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.085,-0.021
5.331,-33.383,-85.278,1.049,-61.085,-0.021
5.331,-33.383,-85.277,1.05,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.085,-0.023
5.331,-33.383,-85.28,1.049,-61.083,-0.021
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.083,-0.023
5.331,-33.383,-85.278,1.049,-61.085,-0.023
5.331,-33.383,-85.278,1.05,-61.083,-0.023
5.329,-33.383,-85.277,1.05,-61.083,-0.023
5.329,-33.383,-85.277,1.047,-61.081,-0.023
5.328,-33.384,-85.278,1.046,-61.078,-0.021
5.328,-33.383,-85.278,1.047,-61.074,-0.021
5.324,-33.383,-85.277,1.047,-61.074,-0.023
5.322,-33.383,-85.277,1.047,-61.071,-0.021
5.322,-33.383,-85.278,1.047,-61.07,-0.023
